plant_type,infection_short_name,infection_full_name,severity_level,visible_symptoms,treatment_description,biological_control,chemical_control,prevention_steps
Cucumber,Root Rot,Root Rot (Pythium / Phytophthora / Rhizoctonia complex),Low,Root tips decayed; foliage chlorotic; uneven stand vigor,On Cucumber: Remove severely affected plants; sanitize media and emitters,Mycorrhizae / beneficial microbe drenches for suppression,Labeled mefenoxam / propamocarb / etridiazole products as permitted,Calibrate irrigation; sanitize trays between cycles
Lettuce,Root Rot,Root Rot (Pythium / Phytophthora / Rhizoctonia complex),Low,Wilting despite moist media; brown soft roots; stunted growth,On Lettuce: Correct overwatering and apply biological root protectant,Compost-based biologicals in clean media mixes,Spot-drench only after confirming pathogen class,Calibrate irrigation; sanitize trays between cycles
Pepper,Root Rot,Root Rot (Pythium / Phytophthora / Rhizoctonia complex),Critical,Crown discoloration; pepper plants collapse in poorly drained zones,On Pepper: Remove severely affected plants; sanitize media and emitters,Mycorrhizae / beneficial microbe drenches for suppression,Spot-drench only after confirming pathogen class,Keep root zone oxygenated and within crop-optimal moisture
Potato,Root Rot,Root Rot (Pythium / Phytophthora / Rhizoctonia complex),High,Wilting despite moist media; brown soft roots; stunted growth,On Potato: Improve drainage; reduce irrigation; drench with labeled oomycete product,Compost-based biologicals in clean media mixes,Spot-drench only after confirming pathogen class,Use sterile media; avoid standing water under benches
Strawberry,Root Rot,Root Rot (Pythium / Phytophthora / Rhizoctonia complex),High,Crown discoloration; strawberry plants collapse in poorly drained zones,On Strawberry: Remove severely affected plants; sanitize media and emitters,Mycorrhizae / beneficial microbe drenches for suppression,Rotate oomycete chemistries; do not rely on a single FRAC group,Calibrate irrigation; sanitize trays between cycles
Tomato,Root Rot,Root Rot (Pythium / Phytophthora / Rhizoctonia complex),High,Wilting despite moist media; brown soft roots; stunted growth,On Tomato: Improve drainage; reduce irrigation; drench with labeled oomycete product,Mycorrhizae / beneficial microbe drenches for suppression,Rotate oomycete chemistries; do not rely on a single FRAC group,Use sterile media; avoid standing water under benches
Lettuce,Soft Rot,Bacterial Soft Rot (Pectobacterium / Dickeya spp.),High,Mushy petiole/stem rot after wounding in wet conditions,On Lettuce: Remove rotting tissue; dry the environment; improve sanitation,No strong curative biological for soft rot,Focus on hygiene chemistry rather than plant sprays,Clean crates and cool quickly after picking
Pepper,Soft Rot,Bacterial Soft Rot (Pectobacterium / Dickeya spp.),Medium,Watery foul-smelling soft tissue collapse on stems or stored organs,On Pepper: Reduce free water; discard severely infected heads/tubers,Beneficial microbes on healthy tissue only as preventives,Disinfectants on tools/surfaces; copper of limited value on soft rot,Do not over-irrigate near harvest
Potato,Soft Rot,Bacterial Soft Rot (Pectobacterium / Dickeya spp.),Medium,Rapid liquefaction of infected tissue under high moisture,On Potato: Remove rotting tissue; dry the environment; improve sanitation,Limited; rely on sanitation and dry handling,Focus on hygiene chemistry rather than plant sprays,Clean crates and cool quickly after picking
Tomato,Soft Rot,Bacterial Soft Rot (Pectobacterium / Dickeya spp.),High,Mushy petiole/stem rot after wounding in wet conditions,On Tomato: Reduce free water; discard severely infected heads/tubers,Beneficial microbes on healthy tissue only as preventives,Focus on hygiene chemistry rather than plant sprays,Do not over-irrigate near harvest
Pepper,Tomato Yellow Leaf Curl,Tomato Yellow Leaf Curl Virus (TYLCV),Critical,Bushy stunted pepper plants after whitefly outbreaks,On Pepper: Install/repair insect screens; remove symptomatic tomatoes promptly,Banker-plant strategies where established,No chemical cure for the virus itself,Yellow sticky traps; weed-host removal
Tomato,Tomato Yellow Leaf Curl,Tomato Yellow Leaf Curl Virus (TYLCV),Medium,"Upward leaf curling, yellowing margins, severe stunting",On Tomato: Install/repair insect screens; remove symptomatic tomatoes promptly,Banker-plant strategies where established,Rotate labeled whitefly insecticides carefully to protect beneficials,Resistant cultivars; sealed greenhouse openings
Cucumber,Anthracnose,Anthracnose (Colletotrichum spp.),Medium,Sunken circular fruit lesions with salmon-colored spore masses,On Cucumber: Sanitize harvest tools and cull symptomatic berries/fruit,Biological protectants on flowers and young fruit,Follow PHI closely near harvest,Remove mummified fruit; clean harvest containers
Pepper,Anthracnose,Anthracnose (Colletotrichum spp.),Low,Sunken circular fruit lesions with salmon-colored spore masses,On Pepper: Harvest carefully; remove infected fruit; apply labeled anthracnose fungicide,Cultural sanitation plus soft biologicals,Rotate QoI / SDHI / multi-site fungicides labeled for anthracnose,Remove mummified fruit; clean harvest containers
Strawberry,Anthracnose,Anthracnose (Colletotrichum spp.),Critical,Sunken circular fruit lesions with salmon-colored spore masses,On Strawberry: Sanitize harvest tools and cull symptomatic berries/fruit,Bacillus foliar programs during fruiting,Rotate QoI / SDHI / multi-site fungicides labeled for anthracnose,Use drip irrigation and adequate plant spacing
Tomato,Anthracnose,Anthracnose (Colletotrichum spp.),Critical,Blackened necrotic lesions on ripe fruit under warm humidity,On Tomato: Harvest carefully; remove infected fruit; apply labeled anthracnose fungicide,Biological protectants on flowers and young fruit,Rotate QoI / SDHI / multi-site fungicides labeled for anthracnose,Avoid wounding fruit; keep ripening zone dry
Pepper,Bacterial Canker,Bacterial Canker (Clavibacter michiganensis),Critical,Marginal leaf scorch with vascular discoloration,On Pepper: Remove infected plants entirely; sanitize greenhouse thoroughly,No strong curative biological control available,No systemic curative bactericide for canker,Scout for bird's-eye fruit spots early
Tomato,Bacterial Canker,Bacterial Canker (Clavibacter michiganensis),Medium,"Wilting leaflets, bird's-eye fruit spots, stem cankers",On Tomato: Isolate affected rows and replace contaminated media if needed,No strong curative biological control available,Emphasize disinfectant protocols for structures and tools,Strict tool hygiene; avoid plant-to-plant sap transfer
Cucumber,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Medium,Greasy angular lesions; fruit scabbing on tomato/pepper,On Cucumber: Stop working wet plants; remove infected leaves; apply labeled copper program,Bacillus antagonists and induced-resistance products,Avoid phytotoxic overuse; follow greenhouse crop labels,Avoid dense wet canopies overnight
Lettuce,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Medium,Water-soaked leaf spots becoming necrotic with yellow halos,On Lettuce: Improve drying time and begin copper + biological rotation,Phyllosphere beneficial sprays preventively,Fixed-copper bactericides on a preventive humid-weather schedule,Disinfect tools between plants; keep walkways dry
Pepper,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Critical,Greasy angular lesions; fruit scabbing on tomato/pepper,On Pepper: Improve drying time and begin copper + biological rotation,Phyllosphere beneficial sprays preventively,Avoid phytotoxic overuse; follow greenhouse crop labels,Disease-free seed/transplants; minimize splash
Strawberry,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),High,Greasy angular lesions; fruit scabbing on tomato/pepper,On Strawberry: Sanitize benches and reduce humidity spikes after irrigation,Copper-alternative biologicals labeled for bacterial diseases,Avoid phytotoxic overuse; follow greenhouse crop labels,Disinfect tools between plants; keep walkways dry
Tomato,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Medium,Greasy angular lesions; fruit scabbing on tomato/pepper,On Tomato: Stop working wet plants; remove infected leaves; apply labeled copper program,Phyllosphere beneficial sprays preventively,Rotate with biologicals to reduce copper load,Disease-free seed/transplants; minimize splash
Pepper,Bacterial Wilt,Bacterial Wilt (Ralstonia solanacearum),Medium,Vascular browning with sticky bacterial stream from stem sections,On Pepper: Sanitize tools/boots; isolate bay; do not compost symptomatic material,No strong curative biological; emphasize exclusion,Follow regional quarantine and disposal guidance,Scout for early wilt and remove promptly
Potato,Bacterial Wilt,Bacterial Wilt (Ralstonia solanacearum),Critical,Sudden irreversible wilt; milky bacterial ooze from cut stems,On Potato: Sanitize tools/boots; isolate bay; do not compost symptomatic material,No strong curative biological; emphasize exclusion,No reliable curative bactericide; copper has limited effect,Scout for early wilt and remove promptly
Tomato,Bacterial Wilt,Bacterial Wilt (Ralstonia solanacearum),Medium,Vascular browning with sticky bacterial stream from stem sections,On Tomato: Uproot and destroy infected plants; restrict water movement between zones,Biological soil health programs to reduce pathogen fitness,Follow regional quarantine and disposal guidance,Certified clean planting material; avoid infested media
Pepper,Blossom End Rot,Blossom End Rot (calcium translocation disorder),Low,Sunken dark leathery patches on fruit blossom end,On Pepper: Stabilize irrigation; correct Ca supply and K:Ca ratio,Root-health biologicals to improve Ca uptake consistency,Foliar/fruit calcium sprays as a temporary aid if labeled,Avoid excess ammonium nitrogen during fruiting
Strawberry,Blossom End Rot,Blossom End Rot (calcium translocation disorder),High,Sunken dark leathery patches on fruit blossom end,On Strawberry: Stabilize irrigation; correct Ca supply and K:Ca ratio,Not a pathogen — biologicals are supportive only,Adjust fertigation salts; not a fungicide problem,Avoid excess ammonium nitrogen during fruiting
Tomato,Blossom End Rot,Blossom End Rot (calcium translocation disorder),Medium,Fruit lesions linked to irregular irrigation and high VPD,On Tomato: Stabilize irrigation; correct Ca supply and K:Ca ratio,Root-health biologicals to improve Ca uptake consistency,Foliar/fruit calcium sprays as a temporary aid if labeled,Maintain stable daytime VPD
Cucumber,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),Critical,Stunting with distorted younger leaves,On Cucumber: Sanitize and replace heavily affected cucumber rows,Banker plants for sustained aphid biocontrol,Tool/surface disinfection between plants,Worker hygiene between bays
Lettuce,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),Critical,Chlorotic mosaic and reduced marketable yield,On Lettuce: Remove infected plants; suppress aphid vectors immediately,Banker plants for sustained aphid biocontrol,Aphid management products if thresholds exceeded,Virus-free seedlings; remove weed reservoirs
Pepper,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),Critical,"Severe mosaic, leaf shoestringing, and fruit mottling",On Pepper: No curative spray — focus on vector and rogueing,Supportive plant-health biologicals only,Aphid management products if thresholds exceeded,Virus-free seedlings; remove weed reservoirs
Tomato,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),Critical,"Severe mosaic, leaf shoestringing, and fruit mottling",On Tomato: No curative spray — focus on vector and rogueing,"Aphid parasitoids (Aphidius) and predators (lacewings, ladybirds)",Tool/surface disinfection between plants,Worker hygiene between bays
Cucumber,Downy Mildew,Downy Mildew (Pseudoperonospora / Peronospora spp.),Low,Oil-spot appearance on upper leaf surface with fuzzy underside growth,On Cucumber: Dry canopy urgently; remove infected leaves; apply labeled downy mildew product,Phosphite-compatible biological programs where labeled,Use labeled downy mildew fungicides with strict FRAC rotation,Avoid leaf wetness; improve horizontal airflow
